lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,year
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002390&tabIndex=1,P20002390,"CISNEROS, CESAR",P,US,0,REP,CHALLENGER,MESA,AZ,85209,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AK00119&tabIndex=1,H2AK00119,"CISSNA, SHARON MARIE",H,AK,0,DEM,CHALLENGER,ANCHORAGE,AK,99508,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NY00626&tabIndex=1,S0NY00626,"CLARK, COLIA L",S,NY,0,GRE,CHALLENGER,NEW YORK,NY,10031,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT02332&tabIndex=1,H2UT02332,"CLARK, DAVID",H,UT,2,REP,CHALLENGER,SANTA CLARA,UT,84765,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT05156&tabIndex=1,H2CT05156,"CLARK, MICHAEL",H,CT,5,REP,OPEN,UNIONVILLE,CT,6085,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT03223&tabIndex=1,H2UT03223,"CLARK, RICHARD",H,UT,3,DEM,CHALLENGER,KAMAS,UT,84036,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL06133&tabIndex=1,H2FL06133,"CLARK, RICHARD ANDREW",H,FL,6,REP,CHALLENGER,JACKSONVILLE,FL,32224,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX04070&tabIndex=1,H4TX04070,"CLARK, STEVE",H,TX,4,REP,CHALLENGER,HEATH,TX,75032,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN06127&tabIndex=1,H0MN06127,"CLARK, TARRYL LYNN",H,MN,8,DEM,CHALLENGER,DULUTH,MN,55801,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA02167&tabIndex=1,H2CA02167,"CLARKE, BROOKE J",H,CA,2,,CHALLENGER,UKIAH,CA,95482,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MI13398&tabIndex=1,H0MI13398,"CLARKE, HANSEN",H,MI,14,DEM,CHALLENGER,DETROIT,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL13112&tabIndex=1,H2IL13112,"CLARKE, JEROME",H,IL,13,REP,OPEN,URBANA,IL,61801,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY11138&tabIndex=1,H4NY11138,"CLARKE, YVETTE D",H,NY,9,DEM,INCUMBENT,BROOKLYN,NY,11225,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8MS05179&tabIndex=1,H8MS05179,"CLAUNCH, ROBERT",H,MS,4,REF,CHALLENGER,HATTIESBURG,MS,39404,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20005146&tabIndex=1,P20005146,"CLAUS, SANTA",P,US,0,IND,CHALLENGER,INCLINE VILLAGE,NV,89450,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO01066&tabIndex=1,H0MO01066,"CLAY, WILLIAM LACY JR",H,MO,1,DEM,INCUMBENT,ST LOUIS,MO,63112,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8TN00279&tabIndex=1,S8TN00279,"CLAYTON, MARK E",S,TN,0,DEM,CHALLENGER,WHITES CREEK,TN,37189,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX30087&tabIndex=1,H2TX30087,"CLAYTON, TAJ",H,TX,30,DEM,CHALLENGER,DESOTO,TX,75115,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004690&tabIndex=1,P80004690,"CLAYTON, TODD MARVIN JR",P,US,0,CST,CHALLENGER,EDMONDS,WA,98026,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00387&tabIndex=1,S2TX00387,"CLEAVER, CURTIS C",S,TX,0,REP,OPEN,KELLER,TX,76244,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MO05234&tabIndex=1,H4MO05234,"CLEAVER, EMANUEL II",H,MO,5,DEM,INCUMBENT,KANSAS CITY,MO,64133,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005630&tabIndex=1,P80005630,"CLEMENT, DOUGLAS GEORGE",P,US,0,UNK,CHALLENGER,KIRKWOOD,MO,63122,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TN00314&tabIndex=1,S2TN00314,"CLEMONS, MARK TWAIN",S,TN,0,REP,CHALLENGER,ROCKVALE,TN,37153,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OR03113&tabIndex=1,H2OR03113,"CLINE, MICHAEL",H,OR,3,LIB,CHALLENGER,PORTLAND,OR,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2ID01119&tabIndex=1,H2ID01119,"CLINKINGBEARD, CYNTHIA",H,ID,1,DEM,CHALLENGER,BOISE,ID,83709,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NM03140&tabIndex=1,H2NM03140,"CLOSSON, SEAN MICHAEL",H,NM,3,DEM,CHALLENGER,SANTA FE,NM,87507,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4WA06067&tabIndex=1,H4WA06067,"CLOUD, DOUGLAS RICHARD MR.",H,WA,6,REP,OPEN,GIG HARBOR,WA,98332,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA04060&tabIndex=1,H0WA04060,"CLOUGH, JERAME V",H,WA,4,DEM,CHALLENGER,KENNEWICK,WA,99336,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NH01239&tabIndex=1,H2NH01239,"CLOUGH, VERN",H,NH,1,REP,CHALLENGER,DOVER,NH,3820,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2SC02042&tabIndex=1,H2SC02042,"CLYBURN, JAMES E",H,SC,6,DEM,INCUMBENT,COLUMBIA,SC,29203,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT04031&tabIndex=1,H2UT04031,"COBB, JAMES JAY FRANCIS",H,UT,4,REP,OPEN,SOUTH JORDAN,UT,84095,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ07022&tabIndex=1,H6AZ07022,"COBB, JOE",H,AZ,7,LIB,CHALLENGER,GLENDALE,AZ,85311,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC06011&tabIndex=1,H4NC06011,"COBLE, JOHN HOWARD",H,NC,6,REP,INCUMBENT,GREENSBORO,NC,27409740,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NC13128&tabIndex=1,H2NC13128,"COBLE, PAUL",H,NC,13,REP,OPEN,RALEIGH,NC,27619,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MD06237&tabIndex=1,H2MD06237,"COBLENTZ, ROBERT PHILIP",H,MD,6,REP,CHALLENGER,WILLIAMSPORT,MD,21795,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY13135&tabIndex=1,H8NY13135,"COCHRANE, TIMOTHY J",H,NY,9,REP,OPEN,BREEZY POINT,NY,11697,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0WA00258&tabIndex=1,S0WA00258,"CODAY, ARTHUR JR MD",S,WA,0,REP,CHALLENGER,SHORELINE,WA,981550683,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0NJ12170&tabIndex=1,H0NJ12170,"CODY, KENNETH J.",H,NJ,12,OTH,CHALLENGER,PRINCETON,NJ,8543,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CO06138&tabIndex=1,H8CO06138,"COFFMAN, MICHAEL",H,CO,6,REP,INCUMBENT,HIGHLANDS RANCH,CO,80129,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004404&tabIndex=1,P20004404,"COFFMAN, RALPH",P,US,0,IND,CHALLENGER,OLD TOWN,ME,4468,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MD01196&tabIndex=1,H2MD01196,"COHEN , MARC",H,MD,1,NNE,CHALLENGER,STEVENSVILLE,MD,21666,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TN09068&tabIndex=1,H6TN09068,"COHEN, STEPHEN IRA",H,TN,9,DEM,INCUMBENT,MEMPHIS,TN,38112,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX36134&tabIndex=1,H2TX36134,"COLE, MICHAEL K",H,TX,36,LIB,CHALLENGER,ORANGE,TX,77632,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OK04055&tabIndex=1,H2OK04055,"COLE, TOM JEFFERY",H,OK,4,REP,INCUMBENT,NORMAN,OK,73070,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0CT00276&tabIndex=1,S0CT00276,"COLEMAN, MATTHEW",S,CT,0,UNK,CHALLENGER,WINDSOR,CT,6095,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002754&tabIndex=1,P20002754,"COLEMAN, PERRY DUWHILE",P,US,0,DEM,CHALLENGER,VALLEJO,CA,94590,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA36330&tabIndex=1,H2CA36330,"COLLETT, STEPHEN (STEVE)",H,CA,33,LIB,CHALLENGER,VENICE,CA,90291,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2RI02143&tabIndex=1,H2RI02143,"COLLINS, ABEL GIFFORD",H,RI,2,IND,CHALLENGER,WAKEFIELD,RI,2879,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6HI00214&tabIndex=1,S6HI00214,"COLLINS, CHAS. (AKACASE)",S,HI,0,REP,OPEN,PAHOA,HI,96778,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8NY29032&tabIndex=1,H8NY29032,"COLLINS, CHRISTOPHER C",H,NY,27,REP,CHALLENGER,CLARENCE,NY,140311576,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TX00486&tabIndex=1,S2TX00486,"COLLINS, DAVID B.",S,TX,0,GRE,OPEN,HOUSTON,TX,77004,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA09150&tabIndex=1,H2GA09150,"COLLINS, DOUGLAS ALLEN",H,GA,9,REP,CHALLENGER,GAINESVILLE,GA,30506,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL01141&tabIndex=1,H2IL01141,"COLLINS, FREDERICK",H,IL,1,REP,CHALLENGER,CHICAGO,IL,60624,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT02415&tabIndex=1,H2UT02415,"COLLINWOOD, DEAN",H,UT,2,DEM,CHALLENGER,BOUNTIFUL,UT,84010,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT01201&tabIndex=1,H2UT01201,"COMBE, RYAN CHRISTOPHER",H,UT,1,DEM,CHALLENGER,OGDEN,UT,84403,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA25058&tabIndex=1,H8CA25058,"CONAWAY, JACQUESE L",H,CA,8,DEM,CHALLENGER,PHELAN,CA,92371,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4TX19136&tabIndex=1,H4TX19136,"CONAWAY, MICHAEL HONORABLE",H,TX,11,REP,INCUMBENT,MIDLAND,TX,797013414,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL04145&tabIndex=1,H2IL04145,"CONCEPCION, HECTOR L",H,IL,4,REP,CHALLENGER,BEACH PARK,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA10152&tabIndex=1,H2CA10152,"CONDIT, CHAD MATTHEW",H,CA,10,NNE,CHALLENGER,CERES,CA,95301,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OH02077&tabIndex=1,H2OH02077,"CONDIT, JR., JIM",H,OH,8,UNK,CHALLENGER,CINCINNATI,OH,45247,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CA00740&tabIndex=1,S2CA00740,"CONLON, GREG",S,CA,0,REP,CHALLENGER,ATHERTON,CA,94027,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8VA11062&tabIndex=1,H8VA11062,"CONNOLLY, GERRY",H,VA,11,DEM,INCUMBENT,MERRIFIELD,VA,22116,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002119&tabIndex=1,P20002119,"CONOVER, FLOYD RUSSELL",P,US,0,UNK,CHALLENGER,GALLATIN,TN,37066,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MA00154&tabIndex=1,S2MA00154,"CONROY, THOMAS PATRICK",S,MA,0,DEM,CHALLENGER,WAYLAND,MA,1778,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA36272&tabIndex=1,H2CA36272,"CONTRERAS, MARK ANTHONY",H,CA,36,DEM,OPEN,SAN PEDRO,CA,90732,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL07098&tabIndex=1,H2IL07098,"CONWAY, JACQUES ANTOINE",H,IL,7,DEM,CHALLENGER,RIVER FOREST,IL,60302,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MI01028&tabIndex=1,H6MI01028,"CONYERS, JOHN JR.",H,MI,13,DEM,INCUMBENT,DETROIT,MI,48221,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2VA01066&tabIndex=1,H2VA01066,"COOK, ADAM",H,VA,1,DEM,CHALLENGER,FREDERICKSBURG,VA,22404,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX22126&tabIndex=1,H2TX22126,"COOK, DON",H,TX,22,GRE,CHALLENGER,HOUSTON,TX,77061,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA08164&tabIndex=1,H2CA08164,"COOK, PAUL",H,CA,8,REP,CHALLENGER,YUCCA VALLEY,CA,92286,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL12080&tabIndex=1,H2IL12080,"COOK, RODGER",H,IL,12,REP,OPEN,SAINT LIBORY,IL,62282,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2GA09200&tabIndex=1,H2GA09200,"COOLEY, JOSEPH DILLARD III (JODY)",H,GA,9,DEM,CHALLENGER,GAINESVILLE,GA,30503,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IL06058&tabIndex=1,H2IL06058,"COOLIDGE, LESLIE ANNE",H,IL,6,DEM,CHALLENGER,BARRINGTON HILLS,IL,60010,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002069&tabIndex=1,P20002069,"COOPER, GEORGE",P,US,0,REP,CHALLENGER,WAUSAU,WI,54403,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80004518&tabIndex=1,P80004518,"COOPER, JAMES C",P,US,0,IND,CHALLENGER,WEST OLIVE,MI,49460,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TN05131&tabIndex=1,H2TN05131,"COOPER, JAMES H.S.",H,TN,5,DEM,INCUMBENT,BRENTWOOD,TN,37024,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX04102&tabIndex=1,H0TX04102,"COOPER, JOHNNY RAY RAY",H,TX,4,REP,CHALLENGER,SULPHUR SPRINGS,TX,75483,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CO07121&tabIndex=1,H2CO07121,"COORS, JOSEPH JR",H,CO,7,REP,CHALLENGER,GOLDEN,CO,80402,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA15086&tabIndex=1,H2CA15086,"CORBETT, ELLEN",H,CA,15,DEM,CHALLENGER,SAN LEANDRO,CA,94557,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2PR00107&tabIndex=1,H2PR00107,"CORDOVA ITURREGUI, FELIX",H,PR,0,OTH,CHALLENGER,GUAYNABO,PR,966,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA02092&tabIndex=1,H2CA02092,"CORE, TIMOTHY JAMES",H,CA,3,REP,CHALLENGER,SUTTER,CA,95982,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT01189&tabIndex=1,H2CT01189,"COREY, MATTHEW M MR",H,CT,1,OTH,CHALLENGER,MANCHESTER,CT,6040,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6TN00216&tabIndex=1,S6TN00216,"CORKER, ROBERT P JR",S,TN,0,REP,INCUMBENT,CHATTANOOGA,TN,37804,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2OK02075&tabIndex=1,H2OK02075,"CORN, KENNETH RAY",H,OK,2,DEM,OPEN,POTEAU,OK,74953,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0OR01095&tabIndex=1,H0OR01095,"CORNILLES, ROBERT",H,OR,1,REP,OPEN,TUALATIN,OR,97062,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NY00044&tabIndex=1,H2NY00044,"CORWIN, JANE",H,NY,26,REP,OPEN,ROCHESTER,NY,14615,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2TX26150&tabIndex=1,H2TX26150,"COSTA, DIANNE SALVAGNO",H,TX,25,REP,CHALLENGER,FLOWER MOUND,TX,75028,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA20082&tabIndex=1,H4CA20082,"COSTA, JIM",H,CA,16,DEM,INCUMBENT,FRESNO,CA,937103710,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2FL06158&tabIndex=1,H2FL06158,"COSTELLO, FREDRICK WILLIAM",H,FL,6,REP,CHALLENGER,ORMOND BEACH,FL,32174,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI14129&tabIndex=1,H2MI14129,"COSTELLO, ROBERT K",H,MI,14,DEM,CHALLENGER,DETROIT,MI,48214,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AR04083&tabIndex=1,H2AR04083,"COTTON, THOMAS",H,AR,4,REP,OPEN,DARDANELLE,AR,72834,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2OH00188&tabIndex=1,S2OH00188,"COUGHLIN, KEVIN J",S,OH,0,REP,CHALLENGER,CUYAHOGA FALLS,OH,44223,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20005211&tabIndex=1,P20005211,"COUNSELET, COUNSELOR",P,US,0,NNE,CHALLENGER,ELMIRA,NY,149019428,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2ME01123&tabIndex=1,H2ME01123,"COURTNEY, JONATHAN T E",H,ME,1,REP,CHALLENGER,SPRINGVALE,ME,4083,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT02112&tabIndex=1,H2CT02112,"COURTNEY, JOSEPH D",H,CT,2,DEM,INCUMBENT,VERNON,CT,6066,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA02126&tabIndex=1,H2CA02126,"COURTNEY, WILLIAM L",H,CA,2,DEM,OPEN,MENDOCINO,CA,95460,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CT02138&tabIndex=1,H2CT02138,"COUTU, CHRISTOPHER D",H,CT,2,REP,CHALLENGER,VERSAILLES,CT,6383,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MO04102&tabIndex=1,H0MO04102,"COWAN, GREGORY",H,MO,4,CON,CHALLENGER,LEBANON,MO,65536,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2WA05071&tabIndex=1,H2WA05071,"COWAN, RICH",H,WA,5,DEM,CHALLENGER,SPOKANE,WA,99223,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2AR04117&tabIndex=1,H2AR04117,"COWART, JOHN DAVID",H,AR,4,REP,OPEN,TEXARKANA,AR,71854,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MT00112&tabIndex=1,S2MT00112,"COX, DAN",S,MT,0,LIB,CHALLENGER,HAMLTON,MT,59840,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AK00097&tabIndex=1,H0AK00097,"COX, JOHN ROBERT",H,AK,0,REP,CHALLENGER,ANCHOR POINT,AK,995561092,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20005096&tabIndex=1,P20005096,"COX, LETITIA Y",P,US,0,IND,CHALLENGER,EDISON,NJ,88182174,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0TX06065&tabIndex=1,H0TX06065,"COZAD, DAVID EDWIN",H,TX,6,DEM,CHALLENGER,ARLINGTON,TX,760172330,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2NY00226&tabIndex=1,S2NY00226,"CRAFT, MICHAEL GEORGE SR",S,NY,0,IND,CHALLENGER,LOUDONVILLE,NY,12211,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4CA40049&tabIndex=1,H4CA40049,"CRAIG, GEORGE T MD",H,CA,8,REP,CHALLENGER,APPLE VALLEY,CA,923072215,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MO07107&tabIndex=1,H4MO07107,"CRAIG, KEVIN",H,MO,7,LIB,CHALLENGER,POWERSITE,MO,65731,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4LA06047&tabIndex=1,H4LA06047,"CRAIG, RUFUS H JR",H,LA,6,LIB,CHALLENGER,BATON ROUGE,LA,70806,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2FL00383&tabIndex=1,S2FL00383,"CRAINE, NAOMI",S,FL,0,UNK,CHALLENGER,MIAMI,FL,33138,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20002945&tabIndex=1,P20002945,"CRAMER III, SANFORD WENDELL",P,US,0,UNK,CHALLENGER,VICTORVILLE,CA,92392,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0ND01026&tabIndex=1,H0ND01026,"CRAMER, KEVIN",H,ND,0,REP,OPEN,BISMARCK,ND,585020396,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WA08053&tabIndex=1,H0WA08053,"CRAMER, THOMAS A",H,WA,9,DEM,CHALLENGER,REDMOND,WA,98052,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MS00124&tabIndex=1,S2MS00124,"CRAMER, THOMAS EVERETT",S,MS,0,CST,CHALLENGER,VANCLEAVE,,,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0MN08115&tabIndex=1,H0MN08115,"CRAVAACK, RAYMOND J MR.",H,MN,8,REP,INCUMBENT,ST PAUL,MN,55101,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0AR01083&tabIndex=1,H0AR01083,"CRAWFORD, ERIC ALAN RICK",H,AR,1,REP,INCUMBENT,JONESBORO,AR,72404,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0FL04066&tabIndex=1,H0FL04066,"CRENSHAW, ANDER HON.",H,FL,4,REP,INCUMBENT,JACKSONVILLE,FL,322044641,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI05143&tabIndex=1,H2MI05143,"CRESSWELL, GREGORY",H,MI,5,LIB,OPEN,DETROIT,MI,48213,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2MI11166&tabIndex=1,H2MI11166,"CRIDER, KENNETH",H,MI,11,REP,OPEN,LIVONIA,MI,48154,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2TN00223&tabIndex=1,S2TN00223,"CRIM, LARRY R",S,TN,0,DEM,CHALLENGER,NASHVILLE,TN,37214,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA53019&tabIndex=1,H8CA53019,"CRIMMINS, MICHAEL ",H,CA,51,REP,OPEN,SAN DIEGO,CA,92167,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0PA12132&tabIndex=1,H0PA12132,"CRITZ, MARK",H,PA,12,DEM,INCUMBENT,JOHNSTOWN,PA,15902,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P80005713&tabIndex=1,P80005713,"CRIVEAU, JAMES DENNIS",P,US,0,NNE,CHALLENGER,NORFOLK,VA,23502,2012
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2IN06197&tabIndex=1,H2IN06197,"CRONE, JAMES ALAN",H,IN,6,DEM,OPEN,HANOVER,IN,47243,2012
